Username,Likes,Comments,Timestamp,Caption,TP_scores,EH_scores,ratings match?,avg,Number incorrect,
milkacademyco,21,0,2021-02-16T20:07:04.000Z,"If you are having trouble latching or feeding your baby at the breast in the early days, follow this lead:⁠
⁠
1. Feed your baby: give your baby expressed breast milk, donor breast milk, or infant formula. I’ll go over some different ways you can supplement your baby this week. ⁠
⁠
2. Protect your milk supply: pump or hand express to remove your milk and encourage your body to keep producing. Any time you are offering a supplement, you should be doing this. ⁠
⁠
3. Call an IBCLC: the earlier you can get to the root cause, the better your outcomes will be in the feeding journey that you see fit for you and your baby.⁠
⁠
If you need breastfeeding assistance, please reach out! I've got you, mama. ✨
.
.
.
.
.
.
⁠
#themilkacademy #breastfeeding #ibclc #breastfeedingsupport #milkymama #breastmilk #breasmilksupply #liquidgold #motherhood #momsofinstagram #postpartum #normalizebreastfeeding #postpartumjourney #milksupply #pregnancy #parenting #lactationconsultant #supportisbest #supportmothers #babytips ⁠
#newborntips #thefourthtrimester #supplementing #triplefeeding #motherhoodunplugged #breastmilkmagic #newbornbaby #tinyhuman #postpartumsupport",,,,,,
rachelroberts_thismamalife,21,1,2019-08-01T21:43:39.000Z,"My breastfeeding journey is forever changing and this week it took another turn. I’ve been breastfeeding for 1520 days (4 years and 2 months) yet it feels like it’s been simply a blink of an eye. Don’t get me wrong there have been many a nights when I’ve cried my way through pure relentless tiredness and just wondering if my baby was actually getting enough milk. The early days were a combination of self doubt and worry along with sitting for hours snuggling and boobing my baby. Then baby number 2 came along. This time I was prepared for what to expect and was determined to enjoy the process and not be too hard on myself. Tandem feeding was my saving grace. I couldn’t just sit for hours feeding my newborn because I had an 18 month old toddler to chase around and keep up with. So the baby learnt to feed in my standing arms, in the carry and whenever he could grab the chance. Tandem feeding slowed my days. I could sit and feed both of my babies and make the most of the 20 minute peaceful intervals throughout the day. I’d learnt to be kinder to myself and remind myself that I’d got this. Then came baby number 3 and feeding trough pregnancy and more than one baby was all I had known so tandem feeding became triple feeding.

Breastfeeding 3 has always been a juggling act but something I have loved. As soon as I’d sit down on the sofa it was like watching a race to see who could clamber over everything and get to me first.
But this week, I’m feeding just my baby girl again. Our journey of triple feeding  that I will forever cherish and love, but now Im all ready to enjoy all the quiet moments with Grace Valentina.
Your journey is yours and yours alone and that’s what makes it special. 
Sharing my journey and supporting mums is a passion of mine because it’s so important that every mama does exactly what they want.

#worldbreastfeedingweek #worldbreastfeedingweek2019 #breastfeeding #breastfeedingmama #tandembreastfeeding #tandemnursing #triplefeeding #motherhood #mymotherhood #mumssupportingmums #mummy #mummyblogger #momentsofmine #ourjourney #babygirl #mybabygirl",,,,,,
babyavaryleigh,21,0,2019-05-30T16:55:28.000Z,"Day 2 in the hospital

I feel a lot more stronger today, hope that cute doctor discharge us this afternoon. 
I miss nap time beside my momma. 
Dont worry guys my cheeks are back!! 🥰

#avaryleigh #breastfeedingproblems #triplefeeding #ilovemilk",,,,,,
happy.mama.healthy.baby,21,4,2016-11-01T19:27:42.000Z,"My name is Therese and I'm a Registered Nurse and an International Board Certified Lactation Consultant.
.
I take a ""whole""-istic approach to the breastfeeding relationship, and I strive to find creative solutions to common (and not-so-common) struggles, enabling moms to reach their breastfeeding goals.
.
I truly believe that a mom who is active and involved in her plan of care is the happiest, and happy moms are most prepared to raise a baby in the healthiest possible environment, physically and emotionally.
.
I would be honored to walk alongside you on this journey. Check out my website (link in profile) for more information.
.
#ibclc #lactationconsultant #kansascity",,,,,,
waypointcounselingnc,20,4,2024-09-19T18:32:20.000Z,"We’ve been there!
*It is really hard!*
Breast-feeding, bottlefeeding, and pumping all at once, around the clock, on top of everything else – is very difficult. Give yourself a break! Ask for help and take care of yourself too.

*It isn’t sustainable.*
The amount of time and energy it takes to triple feed is huge and moms end up stressed, exhausted and oftentimes, miserable. Their risk for perinatal mood and anxiety issues increases dramatically. It isn't a long term solution for a feeding problem.

*You need an end date.*
Setting an end date can help you manage the stress of triple-feeding. It will give you time to consider alternative feeding options and come up with a longer term solution that will work for you and your baby. 

*Your needs are important too*
While breastmilk is wonderful, feeding your baby shouldn't come at the expense of your own mental health. There are many ways for babies to be fed and for moms to rest and be able to enjoy other aspects of their baby. If you are struggling with feeding, find a local feeding consultant who can help and support you in your feeding relationship, no matter what that looks like. Remember, a happy mom = a happy baby.

#triplefeeding #maternalwellness #perinatal #postpartum #mentalhealth",,,,,,
welcomebabies_lactation,20,0,2023-08-03T15:30:14.000Z,"Don't compare your feeding journey to someone else's on social media or your friends. Everyone is at a different stage of their feeding journey, and your journey is unique to you and your baby. If you are struggling with feeding or just need some reassurance, we are here for you.❤️ 

#WeLComebabies #pumpingmama #pumpingmom #breastpump #powerpumping #milksupply #mamasmilk #breastmilk #expressedmilk #exclusivelypumping #expectingmom #lowmilksupply #triplefeeding #newbornbaby #breastfeedinghelp #chestfeeding #fresh48 #painfullatch #postpartum #doula #lactationconsultant #breastfeedingsupport #tonguetie #frenectomy #fraservalleymom #fraservalley #langleymom
#surreymom",,,,,,
midwifeshannon,20,3,2022-09-17T18:57:57.000Z,"It’s someone’s “due date day” at last! So crazy to think she has been with us over a month and we are finally reaching this milestone. None of my kiddos have made it anywhere close to their “due date day”, so not a shocker at all that she came 5.5 weeks early! We are blessed and grateful for the new addition, even if life feels fairly chaotic.  She is by far our easiest baby, which was very much prayed for but also feels quite foreign. Who knew a baby could actually be set down…. Or a baby could exist that barely cries!? It’s surreal! The biggest thing I am excited about is after five loooong weeks of triple feeding, Gwendolyn is finally able to gain weight without additional milk via a bottle! 👏👏👏 I am so thrilled. Still pumping around 30ozs a day of milk from oversupply but always grateful to have that versus under supply…. So will navigate getting that more and more under control over the next weeks and months. 
#sacredjourneymidwifery #midwifelife #thoughtsofamidwife #duedateday #onemonthold #sweetbabygirl #momlife #postpartum #postpartumlife #breastfeeding #triplefeeding #mothersmilk #breastfeedinglife  #scotland #scotlandlife #fromtexastoscotland",,,,,,
nourishnevada,20,0,2022-10-31T17:04:39.000Z,"Happy Halloween from #nourishnevada. We hope you and your family have a “boobtastic” and safe holiday. 

Who can relate to #mamapumpkin? Have you ever pumped while breastfeeding? Breastfeeding can look different for every family. We know #supportchangeseverything and every dyad has unique needs. 

Photo credit: Rachel Stark 🎃

#ibclc #otpeds #renobreastfeeds #slppeds #nourishnevada #babylove #lactation #breastfeeding #breastfeedingpumpkin #triplefeeding #pumpingmom",,,,,,
huddersfieldbosombuddies,20,0,2022-08-30T11:40:41.000Z,"Celebrating success! 

Delighted to have awarded our first certificates this morning ❤️

If you have been to one of our meetings (or plan to come), you can apply for a certificate for: 2 weeks, 4 weeks, 12 weeks, 6 months, 1 year, 18 months, 2 years, 2.5 years, 3,4,5 etc. 

If you are doing any breastfeeding/chestfeeding - be it one feed a day, all feeds, or pumping, you are so welcome at our group. 

And from now on, all of our meetings will be @thenestholmfirth! We’ll share more info about how to get there soon. 

Love Rebecca, Kelly and Maddy x

#breastfeedingsupport #breastfeedinggroup #holmfirth #huddersfield #triplefeeding #pumpingbreastmilk",,,,,,
jwp.ibclc,20,6,2022-05-16T08:22:43.000Z,"When infant formula is required, it's important to know how to make it correctly. 

This is the way I recommend parents pre-prepare their baby's formula feeds. Using water that is no less than 70-degrees Celsius ensures any potentially harmful bacteria are killed in the preparation process. Infant formula is not a sterile product, and it can become contaminated during the manufacturing process and during its time in the home environment. 

I find parents are often unaware of this method of preparation and also don't know that preparing in advance is possible. I recommend preparing in advance as this reduces the steps often involved in the feeding process if a baby is having breastfeeds, breastmilk and some infant formula. 

Please note, as an IBCLC I cannot recommend a specific formula although I get this question all the time!

If you have questions, DM or comment below, I would love to chat!",,,,,,
